[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-03 04:44:44] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-03 04:44:44] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-03 04:44:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-03 04:44:56] [class-ss-setup-task.php:33] Creating archive directory: C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663\
[2024-10-03 04:44:57] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/mumtaaz/
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c15fbd6-qf8621.tmp
[2024-10-03 04:55:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/containers-announcement.png?simply_static_page=12025
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/containers-announcement.png?simply_static_page=12025
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:103] Filesize: 112752 bytes
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c15fbd6-qf8621.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-10-03 04:55:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:29] [class-ss-page.php:119] Checking Content Identical:5bbee303c684d1aa9a2c35f733d73d2ea45783fc===. Value: FALSE
[2024-10-03 04:55:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/contrast.png
[2024-10-03 04:55:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 573
[2024-10-03 04:55:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c1d99aa-hcNii5.tmp
[2024-10-03 04:55:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/contrast.png?simply_static_page=12026
[2024-10-03 04:55:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/contrast.png?simply_static_page=12026
[2024-10-03 04:55:30] [class-ss-url-fetcher.php:103] Filesize: 1218 bytes
[2024-10-03 04:55:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-03 04:55:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/contrast.png
[2024-10-03 04:55:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c1d99aa-hcNii5.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/contrast.png
[2024-10-03 04:55:30] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:30] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:30] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:30] [class-ss-page.php:119] Checking Content Identical:7545593f528267cb76d93078da751b38cd6b9096===. Value: FALSE
[2024-10-03 04:55:30] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-10-03 04:55:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 573
[2024-10-03 04:55:30] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c284340-a95agZ.tmp
[2024-10-03 04:55:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/eyedropper.svg?simply_static_page=12027
[2024-10-03 04:55:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/eyedropper.svg?simply_static_page=12027
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:103] Filesize: 1803 bytes
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c284340-a95agZ.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:31] [class-ss-page.php:119] Checking Content Identical:bcbaf3bcd08f16f08f661836216078f22b36f5cb===. Value: FALSE
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-10-03 04:55:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 573
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c358344-F7OKmT.tmp
[2024-10-03 04:55:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg?simply_static_page=12028
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg?simply_static_page=12028
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:103] Filesize: 14979 bytes
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-10-03 04:55:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c358344-F7OKmT.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:32] [class-ss-page.php:119] Checking Content Identical:8b1417a18cd55b42b6fa417b1575b33d97590319===. Value: FALSE
[2024-10-03 04:55:32] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-10-03 04:55:32] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 573
[2024-10-03 04:55:32] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c413950-u3jfpi.tmp
[2024-10-03 04:55:32] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/go-pro.svg?simply_static_page=12029
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/go-pro.svg?simply_static_page=12029
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:103] Filesize: 20586 bytes
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c413950-u3jfpi.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-10-03 04:55:32] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:32] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:32] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:32] [class-ss-page.php:119] Checking Content Identical:7fca93445da0d97907f27b3ead186d7f4f97a715===. Value: FALSE
[2024-10-03 04:55:32] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/information.svg
[2024-10-03 04:55:32] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 573
[2024-10-03 04:55:32] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c4d3808-WKyFnb.tmp
[2024-10-03 04:55:32] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/information.svg?simply_static_page=12030
[2024-10-03 04:55:32] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/information.svg?simply_static_page=12030
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:103] Filesize: 5812 bytes
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/information.svg
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c4d3808-WKyFnb.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/information.svg
[2024-10-03 04:55:33] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:33] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:33] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:33] [class-ss-page.php:119] Checking Content Identical:7304539ba7bbf5cf729965b378f142201e8142fc===. Value: FALSE
[2024-10-03 04:55:33] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-10-03 04:55:33] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 573
[2024-10-03 04:55:33] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c57fe25-WJBdQj.tmp
[2024-10-03 04:55:33] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/kit-is-live.svg?simply_static_page=12031
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/kit-is-live.svg?simply_static_page=12031
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:103] Filesize: 68937 bytes
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-10-03 04:55:33] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c57fe25-WJBdQj.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-10-03 04:55:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:34] [class-ss-page.php:119] Checking Content Identical:8918e18e33502ccb9165df6ddf760fff98a87095===. Value: FALSE
[2024-10-03 04:55:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-10-03 04:55:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 573
[2024-10-03 04:55:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c6c7141-2evLbu.tmp
[2024-10-03 04:55:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/left-1.png?simply_static_page=12032
[2024-10-03 04:55:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/left-1.png?simply_static_page=12032
[2024-10-03 04:55:35] [class-ss-url-fetcher.php:103] Filesize: 48288 bytes
[2024-10-03 04:55:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-03 04:55:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-10-03 04:55:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c6c7141-2evLbu.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-10-03 04:55:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:35] [class-ss-page.php:119] Checking Content Identical:e9c0b9f87ec963b06b9b715010b7bcf71936e570===. Value: FALSE
[2024-10-03 04:55:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-10-03 04:55:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 573
[2024-10-03 04:55:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23c7682f5-0YHaWM.tmp
[2024-10-03 04:55:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/left-2.png?simply_static_page=12033
[2024-10-03 04:55:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/left-2.png?simply_static_page=12033
[2024-10-03 04:55:37] [class-ss-url-fetcher.php:103] Filesize: 97785 bytes
[2024-10-03 04:55:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-03 04:55:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-10-03 04:55:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23c7682f5-0YHaWM.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-10-03 04:55:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:37] [class-ss-page.php:119] Checking Content Identical:4b6ac2a09a33c44bc8d220634d97c148cd87b2d6===. Value: FALSE
[2024-10-03 04:55:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-10-03 04:55:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 573
[2024-10-03 04:55:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23ca13693-yfy9h0.tmp
[2024-10-03 04:55:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/right-1.png?simply_static_page=12034
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/right-1.png?simply_static_page=12034
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:103] Filesize: 83948 bytes
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23ca13693-yfy9h0.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-10-03 04:55:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:38] [class-ss-page.php:119] Checking Content Identical:5f63f87015e9cdacc34c0d2183737764fa4c012e===. Value: FALSE
[2024-10-03 04:55:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-10-03 04:55:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 573
[2024-10-03 04:55:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23ca8883f-DXTdGL.tmp
[2024-10-03 04:55:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/right-2.png?simply_static_page=12035
[2024-10-03 04:55:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/library-connect/right-2.png?simply_static_page=12035
[2024-10-03 04:55:41] [class-ss-url-fetcher.php:103] Filesize: 74624 bytes
[2024-10-03 04:55:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-03 04:55:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-10-03 04:55:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23ca8883f-DXTdGL.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-10-03 04:55:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:41] [class-ss-page.php:119] Checking Content Identical:977327d1ccbae6501d4396809878c8b151d264fb===. Value: FALSE
[2024-10-03 04:55:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-10-03 04:55:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 573
[2024-10-03 04:55:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23cd5d936-vhWvNK.tmp
[2024-10-03 04:55:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-icon.png?simply_static_page=12036
[2024-10-03 04:55:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-icon.png?simply_static_page=12036
[2024-10-03 04:55:42] [class-ss-url-fetcher.php:103] Filesize: 1254 bytes
[2024-10-03 04:55:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-03 04:55:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-10-03 04:55:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23cd5d936-vhWvNK.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-10-03 04:55:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:43] [class-ss-page.php:119] Checking Content Identical:e702e7f7fde9d9ed77c3c554e617a6eb3257e60f===. Value: FALSE
[2024-10-03 04:55:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-10-03 04:55:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 573
[2024-10-03 04:55:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23cf340fa-hsklAi.tmp
[2024-10-03 04:55:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-panel.svg?simply_static_page=12037
[2024-10-03 04:55:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-panel.svg?simply_static_page=12037
[2024-10-03 04:55:44] [class-ss-url-fetcher.php:103] Filesize: 3455 bytes
[2024-10-03 04:55:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-03 04:55:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-10-03 04:55:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23cf340fa-hsklAi.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-10-03 04:55:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:44] [class-ss-page.php:119] Checking Content Identical:727a9378f2f2564a6bc9812a66cf2a0da499f8d2===. Value: FALSE
[2024-10-03 04:55:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-platform.svg
[2024-10-03 04:55:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 573
[2024-10-03 04:55:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23d0d6e04-BvZpIf.tmp
[2024-10-03 04:55:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-platform.svg?simply_static_page=12038
[2024-10-03 04:55:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/logo-platform.svg?simply_static_page=12038
[2024-10-03 04:55:46] [class-ss-url-fetcher.php:103] Filesize: 3423 bytes
[2024-10-03 04:55:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-03 04:55:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/logo-platform.svg
[2024-10-03 04:55:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe23d0d6e04-BvZpIf.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/images/logo-platform.svg
[2024-10-03 04:55:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:55:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:55:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:55:46] [class-ss-page.php:119] Checking Content Identical:88554850006afe6f44bfd1b943726e3d40d08224===. Value: FALSE
[2024-10-03 04:55:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/images/no-search-results.svg
[2024-10-03 04:55:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 573
[2024-10-03 04:55:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:55:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe23d2c6277-7ejGrK.tmp
